id;code;name;dpto_code;unit;current_stock;cost_max;photo_url;dpto_id;show;orden;cost_oferta;cost_mayor;cost_min;checked
4445;GA003-39;CONECTOR BOBINA CHEVROLET STEEM GRAND VITARA JIMMY;AUTO.90;PZA;68;1.68;GA003-39.jpg;96;t;1;0;1.4;0;f
4446;GA003-40;SOCATE PORTABOMBILLO 2 CONTACTOS ( SC-141/200);AUTO.90;PZA;230;2.893;GA003-40.jpg;96;t;1;0;0;0;f
4447;GA003-41;CONECTOR DE SENSOR TPS FORD EXPLORER AÑOS 98 AL 05;AUTO.90;PZA;10;4.405;GA003-41.jpg;96;t;1;0;0;0;f
4448;GAH01-01;CONECTOR VALVULA TEMPERATURA TABLERO AVEO OPTRA CORSA CIELO;AUTO.90;PZA;604;0.229;GAH01-01.jpg;96;t;1;0;0.317;0;f
4449;GAH01-02;CONEXION TIERRA;AUTO.90;PZA;49;0.215;GAH01-02.jpg;96;t;1;0;0.304;0;f
4450;GAH01-03;CONECTOR VALVULA TEMPERATURA TABLERO FORD FESTIVA TURPIAL KIA RIO;AUTO.90;PZA;0;0.257;GAH01-03.jpg;96;t;1;0;0.224;0;f
4451;GAH02-01;PORTA FUSIBLE DE NYLON AT C/CABLE AWG 16;AUTO.90;PZA;0;0.815;GAH02-01.jpg;96;t;1;0;0.627;0;f
4452;GAH02-02;PORTA FUSIBLE AT NYLON C/CABLE AWG 14;AUTO.90;PZA;-22;0.905;GAH02-02.jpg;96;t;1;0;0.604;0;f
4453;GAH02-03;ARNES PORTA-FUSIBLE AT (14AM TB250..);AUTO.90;PZA;0;0;GAH02-03.jpg;96;t;1;0;0;0;f
4454;GAH02-04;ARNES PORTA-FUSIBLE CILINDRICO BAKELITA NEGRO (14AM);AUTO.90;PZA;192;1;GAH02-04.jpg;96;t;1;0;0.747;0;f
4455;GAH02-05;ARNES PORTA FUSIBLE CILINDRICO P.P. BLANCO (18RJ);AUTO.90;PZA;9;0.189;GAH02-05.jpg;96;t;1;0;0;0;f
4456;GAH02-06;SOCATE PARA BOMBILLO 73;AUTO.90;PZA;1038;0.599;GAH02-06.jpg;96;t;1;0;0;0;f
4457;GAH02-07;CONECTOR 2 VIAS (L) SOCATE FLASHER UNIVERSAL;AUTO.90;PZA;815;0.273;GAH02-07.jpg;96;t;1;0;0;0;f
4458;GAH02-09;PORTA BOMBILLO 158 T10;AUTO.90;PZA;-20;1.12;GAH02-09.jpg;96;t;1;0;0.64;0;f
4459;GAH02-11;CONECTOR PARA INYECTOR GENERAL MOTOR;AUTO.90;PZA;-13;1.34;GAH02-11.jpg;96;t;1;0;0.893;0;f
4460;GAH02-14;PORTA FUSIBLE AT NYLON CABLE AWG 12 (SIN FUSIBLE);AUTO.90;PZA;40;1.057;GAH02-14.jpg;96;t;1;0;0.705;0;f
4461;GAH02-16;CONECTOR SENSOR EGR DE AVEO/OPTRA/NUBIRA;AUTO.90;PZA;0;1.156;GAH02-16.jpg;96;t;1;0;0;0;f
4462;GAH02-17;CONECTOR FARO DE CORSA;AUTO.90;PZA;386;0.917;GAH02-17.jpg;96;t;1;0;0;0;f
4463;GAH02-24;CONECTOR REGULADOR CHEVROLET CON REGULADOR DE VOLTAGE EXTERNO AÑO 1974;AUTO.90;PZA;95;0.701;GAH02-24.jpg;96;t;1;0;0;0;f
4464;GAH02-25;ARNES PORTA BOMBILLO 158;AUTO.90;PZA;0;1.12;GAH02-25.jpg;96;t;1;0;0.64;0;f
4465;GAH02-28;CONECTOR SOCATE BOMBILLO H9-H11 NYLON66 HEAVY DUTY;AUTO.90;PZA;10;4.32;GAH02-28.jpg;96;t;1;0;2.52;0;f
4466;GAH02-29;PORTA FUSIBLE AT NYLON 40AMP CABLE10;AUTO.90;PZA;-20;2.4;GAH02-29.jpg;96;t;1;0;1.267;0;f
4467;GAH03-01;CONECTOR SOCATE H4 SILVIN HIGH HEAT AR-160 HH IVICA;AUTO.90;PZA;0;2.9;GAH03-01.jpg;96;t;1;0;1.933;0;f
4468;GAH03-02;CONECTOR-ARNES PARA BOMBILLO 9004;AUTO.90;PZA;0;1.35;GAH03-02.jpg;96;t;1;0;1.042;0;f
4469;GAH03-021;CONECTOR BOBINA CAPTADORA VW GOL PARATI SAVERIO JETTA;AUTO.90;PZA;3;2.16;GAH03-021.jpg;96;t;1;0;0;0;f
4470;GAH03-022;CONECTOR SOCATE H4 EXTENSOR CABLE 14 20CM;AUTO.90;PZA;0;5.2;GAH03-022.jpg;96;t;1;0;1.804;0;f
4471;GAH03-023;CONECTOR SOCATE H4 DERIVAVCION A 2 FOCOS;AUTO.90;PZA;0;5.2;GAH03-023.jpg;96;t;1;0;1.804;0;f
4472;GAH03-04;ARNES SOCATE DE SILVIN (AWG 16);AUTO.90;PZA;0;1.733;GAH03-04.jpg;96;t;1;0;0;0;f
4473;GAH03-05;CONECTOR ALTERNADOR TOYOTA COROLLA 3 VIA;AUTO.90;PZA;986;0.405;GAH03-05.jpg;96;t;1;0;0;0;f
4474;GAH03-06;CONECTOR SOCATE PLANO BOMBILLO H4 SILVIN (AWG 16);AUTO.90;PZA;244;0.416;GAH03-06.jpg;96;t;1;0;0;0;f
4475;GAH03-07;CONECTOR SOCATE PLANO BOMBILLO H4 SILVIN (AWG 14);AUTO.90;PZA;932;1.52;GAH03-07.jpg;96;t;1;0;1.296;0;f
4476;GAH03-09;CONECTOR SOCATE PLANO C/TAPA BOMBILLO H4 SILVIN (AWG 14);AUTO.90;PZA;0;1.52;GAH03-09.jpg;96;t;1;0;1.296;0;f
4477;GAH03-20;CONECTOR SENSOR DE VELOCIDAD GM FIAT CORSA LANOS;AUTO.90;PZA;56;2.56;GAH03-20.jpg;96;t;1;0;0;0;f
4478;GAH04-04;CONECTOR RELE BOMBA GASOLINA MOTOVENTILADOR TSURU NISSAN 4 PINES;AUTO.90;PZA;10;3.828;GAH04-04.jpg;96;t;1;0;3.267;0;f
4479;GAH04-05;CONECTOR RELE BOMBA ACEITE DE VENTILADOR NISSAN CEFIRO SYLPHY TRAIL TEANA 4 PINES;AUTO.90;PZA;0;3.04;GAH04-05.jpg;96;t;1;0;0;0;f
4480;GAH05-02;PORTA RELE 5 PINES (2*12+3*18);AUTO.90;PZA;-200;3.16;GAH05-02.jpg;96;t;1;0;1.467;0;f
4481;GAH05-08;CONECTOR SUBE VIDRIOS 5 PINES UNIVERSAL;AUTO.90;PZA;24;2.56;GAH05-08.jpg;96;t;1;0;0;0;f
4482;GAH05-09;PORTA RELE 5 PINES (2*14+3*18);AUTO.90;PZA;-197;3.16;GAH05-09.jpg;96;t;1;0;1.307;0;f
4483;GAH05-10;PORTA-RELE 5 PINES CERAMICA C/CONECTOR (2X14+3X18);AUTO.90;PZA;0;3.16;GAH05-10.jpg;96;t;1;0;2.107;1.599;f
4484;GAH06-03;CONECTOR RELE 6 PINES NISSAN D21 SENTRA FRONTIER;AUTO.90;PZA;0;3.84;GAH06-03.jpg;96;t;1;0;0;0;f
4485;GAS01-01;CONECTOR 1 VIA SET HEMBRA-MACHO PLANO 250;AUTO.90;PZA;-27;0.711;GAS01-01.jpg;96;t;1;0;0.284;0;f
4486;GAS01-02;CONECTOR 1 VIA SET HEMBRA-MACHO CILINDRICO 2.0;AUTO.90;PZA;0;0.288;GAS01-02.jpg;96;t;1;0;0;0;f
4487;GAS01-03;CONECTOR 1 VIA SET HEMBRA-MACHO PLANO 312;AUTO.90;PZA;18;1.991;GAS01-03.jpg;96;t;1;0;0.893;0;f
4488;GAS02-01;CONECTOR 2 VIA SET HEMBRA-MACHO PLANO 250;AUTO.90;PZA;0;0.969;GAS02-01.jpg;96;t;1;0;0.647;0;f
4489;GAS02-02;CONECTOR 2 VIA SET HEMBRA-MACHO CILINDRICO 2.0;AUTO.90;PZA;35;1.433;GAS02-02.jpg;96;t;1;0;0.955;0;f
4490;GAS02-03;CONECTOR 2 VIA SET HEMBRA-MACHO PLANO CABLE 12;AUTO.90;PZA;12;2.56;GAS02-03.jpg;96;t;1;0;2.04;0;f
4491;GAS02-04;CONECTOR 2 VIA SET HEMBRA-MACHO PLANO 250 C/OREJAS;AUTO.90;PZA;23;2.667;GAS02-04.jpg;96;t;1;0;0;0;f
4492;GAS02-05;CONECTOR 2 VIA CABLE AWG14 SET HEMBRA-MACHO CILINDRICO 2.0;AUTO.90;PZA;-30;1.951;GAS02-05.jpg;96;t;1;0;1.04;0;f
4493;GAS02-06;CONECTOR 2 VIA SET HEMBRA-MACHO PLANO CABLE 14;AUTO.90;PZA;-20;1.607;GAS02-06.jpg;96;t;1;0;1.397;0;f
4494;GAS02-07;CONECTOR HEMBRA-MACHO PLANO 250 AWG16 2 VIAS;AUTO.90;PZA;0;1.547;GAS02-07.jpg;96;t;1;0;0.947;0;f
4495;GAS02-08;CONECTOR 2 VIAS ANDERSON CABLE 10;AUTO.90;PZA;0;4.999;GAS02-08.jpg;96;t;1;0;4.499;0;f
4496;GAS02-09;CONECTOR 2 VIAS ANDERSON CABLE 12;AUTO.90;PZA;0;4.06;GAS02-09.jpg;96;t;1;0;3.69;0;f
4497;GAS02-10;CONECTOR 2 VIAS ANDERSON CABLE 8;AUTO.90;PZA;0;5.999;GAS02-10.jpg;96;t;1;0;5.399;0;f
4498;GAS02-11;ARNES ANDERSON C/FUSILERA CABLE 10;AUTO.90;PZA;0;12.9;GAS02-11.jpg;96;t;1;0;7.74;0;f
4499;GAS02-12;ARNES ANDERSON C/FUSILERA CABLE 8;AUTO.90;PZA;0;14.2;GAS02-12.jpg;96;t;1;0;12.9;0;f
4500;GAS03-01;CONECTOR 3 VIA SET HEMBRA-MACHO PLANO 250;AUTO.90;PZA;15;3.328;GAS03-01.jpg;96;t;1;0;1.812;0;f
4501;GAS03-02;CONECTOR 3 VIA SET HEMBRA-MACHO CILINDRICO 2.0;AUTO.90;PZA;-11;2.16;GAS03-02.jpg;96;t;1;0;1.653;0;f
4502;GAS03-04;CONECTOR 3 VIA SET HEMBRA-MACHO CILINDRICO 2.0AWG 14;AUTO.90;PZA;13;2.173;GAS03-04.jpg;96;t;1;0;0.879;0;f
4503;GAS03-05;CONECTOR HEMBRA-MACHO PLANO 250 AWG16 3 VIAS;AUTO.90;PZA;0;2.52;GAS03-05.jpg;96;t;1;0;1.547;0;f
4504;GAS04-01;CONECTOR 4 VIAS SET HEMBRA-MACHO PLANO 250;AUTO.90;PZA;0;4.067;GAS04-01.jpg;96;t;1;0;2.852;0;f
4505;GAS04-02;CONECTOR 4 VIAS SET HEMBRA-MACHO CILINDRICO 2.0;AUTO.90;PZA;30;1.451;GAS04-02.jpg;96;t;1;0;0.86;0;f
4506;GAS04-03;CONECTOR 4 VIAS SET HEMBRA-MACHO CILINDRICO 2.0 AWG14;AUTO.90;PZA;-10;4.333;GAS04-03.jpg;96;t;1;0;2.013;0;f
4507;GAS04-04;CONECTOR 4 VIAS HEMBRA-MACHO PLANO 250 CABLE#16;AUTO.90;PZA;0;2.813;GAS04-04.jpg;96;t;1;0;1.733;0;f
4508;GAS04-05;CONECTOR 4 VIAS HEMBRA-MACHO PLANO CABLE#14;AUTO.90;PZA;-50;4.8;GAS04-05.jpg;96;t;1;0;2.7;0;f
4509;GAS06-01;CONECTOR 6 VIAS SET HEMBRA-MACHO PLANO 250;AUTO.90;PZA;0;4.075;GAS06-01.jpg;96;t;1;0;3.607;0;f
4510;GAS06-04;CONECTOR 6 VIAS SET HEMBRA-MACHO PLANO 250 AWG14;AUTO.90;PZA;0;5.053;GAS06-04.jpg;96;t;1;0;2.693;0;f
4511;GAS08-01;CONECTOR 8 VIA SET HEMBRA-MACHO PLANO 250;AUTO.90;PZA;-5;4.833;GAS08-01.jpg;96;t;1;0;3.407;0;f
4512;GAS09-01;CONECTOR 9 VIA SET HEMBRA-MACHO CILINDRICO 2.0;AUTO.90;PZA;-5;5.173;GAS09-01.jpg;96;t;1;0;3.453;0;f
4513;GAS11-01;CONECTOR 11 VIAS SET HEMBRA-MACHO PLANO 250;AUTO.90;PZA;0;6.587;GAS11-01.jpg;96;t;1;0;5.091;0;f
4514;GAS12-01;CONECTOR 12 VIA SET HEMBRA-MACHO CILINDRICO 2.0;AUTO.90;PZA;-5;6.933;GAS12-01.jpg;96;t;1;0;4.653;0;f
4515;GAS15-01;CONECTOR 15 VIA SET HEMBRA-MACHO CILINDRICO 2.0;AUTO.90;PZA;20;4.6;GAS15-01.jpg;96;t;1;0;5.657;0;f
